"ID","reg1","reg2","reg3","reg4","home","chld","hinc","genf","wrat","avhv","incm","inca","plow","npro","tgif","lgif","rgif","tdon","tlag","agif","donr","damt","part"
263,0,0,1,0,1,2,4,0,5,191,79,79,5,67,122,12,8,21,6,7.8,NA,NA,"test"
264,0,1,0,0,1,2,7,1,8,146,45,56,2,86,148,12,8,10,3,8.69,NA,NA,"test"
265,1,0,0,0,1,0,5,1,8,184,56,56,4,63,75,4,9,17,8,2.21,1,14,"valid"
266,0,0,0,0,1,0,3,0,9,150,81,81,4,45,137,10,8,16,4,7.16,1,14,"train"
267,0,0,0,0,0,2,3,0,9,130,19,35,35,25,56,9,6,20,7,7.51,NA,NA,"test"
268,0,0,0,0,1,0,4,1,9,101,18,46,52,90,112,7,4,19,6,8.53,1,15,"train"
269,0,0,0,1,1,0,5,1,8,185,34,56,8,41,81,26,50,19,6,12.45,NA,NA,"test"
270,0,1,0,0,1,4,5,1,3,109,23,35,37,8,31,27,18,17,15,16.7,0,0,"train"
271,0,0,0,1,1,0,4,0,9,405,100,100,0,36,54,18,8,19,4,16.49,1,16,"train"
272,0,0,1,0,0,4,3,1,8,125,23,31,24,112,136,15,15,20,4,8.03,NA,NA,"test"
273,0,0,1,0,1,0,4,1,2,275,41,57,4,50,86,26,22,24,7,17.06,NA,NA,"test"
274,0,1,0,0,1,1,4,0,9,270,85,85,2,71,114,11,4,23,5,5.3,1,12,"valid"
275,0,0,1,0,1,0,4,1,8,206,38,41,17,49,83,35,37,17,7,19.4,NA,NA,"test"
276,0,0,0,1,1,3,2,1,9,102,23,29,22,55,82,12,4,16,4,7.8,NA,NA,"test"
277,1,0,0,0,1,3,6,0,9,171,40,50,5,49,77,48,28,15,12,15.94,NA,NA,"test"
278,0,0,0,0,1,0,4,0,8,153,45,45,6,44,76,18,30,18,8,12.71,1,16,"train"
279,0,0,0,0,1,3,1,1,8,146,26,31,17,51,89,42,23,20,12,10.56,NA,NA,"test"
280,0,1,0,0,1,0,4,0,8,119,43,43,10,75,172,4,2,22,4,4.92,1,12,"valid"
281,0,1,0,0,1,1,5,1,4,155,36,57,2,119,225,15,9,20,7,8.05,1,13,"valid"
282,0,0,0,0,1,0,4,1,9,205,31,58,7,28,41,22,18,20,3,11.38,1,14,"train"
283,0,0,0,0,1,2,4,0,9,135,31,38,23,93,133,21,15,22,4,18.56,1,14,"train"
284,0,0,0,0,1,0,3,1,3,132,43,55,20,13,44,44,25,21,3,19.84,NA,NA,"test"
285,0,0,0,0,1,0,4,1,6,116,28,45,11,121,396,8,7,22,8,6.38,1,15,"train"
286,0,1,0,0,1,1,4,1,9,136,16,36,33,61,56,5,5,21,9,5.09,1,12,"train"
287,0,1,0,0,1,3,4,0,8,190,41,44,11,12,41,16,13,20,15,8.5,0,0,"valid"
288,0,0,0,0,0,1,1,0,6,143,32,32,25,79,112,14,12,17,9,12.82,NA,NA,"test"
289,0,0,1,0,1,4,5,1,4,489,111,125,0,90,144,18,17,21,4,13.15,0,0,"train"
290,0,0,1,0,1,1,4,1,8,163,28,64,18,31,53,28,12,14,8,9.48,NA,NA,"test"
291,0,0,0,1,1,3,1,1,5,81,29,31,27,83,117,21,20,18,7,15.13,0,0,"train"
292,1,0,0,0,0,3,4,1,9,169,26,36,28,81,134,13,6,19,9,10.86,0,0,"valid"
293,0,0,0,0,1,3,4,0,6,226,69,80,0,103,252,24,24,18,12,8.63,0,0,"valid"
294,0,1,0,0,1,2,4,1,6,118,31,40,27,76,221,9,11,15,4,11.02,1,17,"train"
295,0,1,0,0,1,2,6,1,7,121,31,35,29,43,59,5,8,15,7,5.76,0,0,"valid"
296,0,0,1,0,1,3,5,0,9,224,36,79,1,72,107,20,22,18,5,7.73,0,0,"valid"
297,0,0,1,0,1,3,4,1,3,171,62,64,4,51,68,15,15,13,5,10.1,0,0,"valid"
298,1,0,0,0,1,0,5,0,8,274,57,57,5,28,61,25,14,17,4,10.22,1,14,"train"
299,0,1,0,0,1,0,4,1,8,155,28,34,22,108,449,35,20,20,3,20.43,1,15,"train"
300,0,1,0,0,1,2,6,1,9,209,38,77,1,78,119,25,32,17,11,16.9,NA,NA,"test"
301,0,1,0,0,1,3,4,0,6,233,44,82,4,95,187,25,23,14,4,19.88,1,16,"train"
302,1,0,0,0,1,3,1,1,8,117,23,41,33,11,37,6,6,16,3,3.72,NA,NA,"test"
303,0,1,0,0,1,2,4,1,8,211,78,78,0,74,93,17,13,20,11,10.98,1,14,"valid"
304,0,0,1,0,1,2,4,1,8,149,13,36,32,51,73,21,9,20,28,10.55,0,0,"train"
305,0,0,1,0,1,0,4,1,6,109,31,46,15,79,152,152,45,16,6,21.89,1,18,"train"
306,0,1,0,0,1,0,4,1,3,420,96,127,0,47,66,21,20,15,4,11.56,1,14,"train"
307,0,1,0,0,1,0,2,1,9,241,44,70,7,25,197,197,94,14,4,32.09,1,16,"valid"
308,0,1,0,0,1,0,4,0,7,104,16,30,48,45,55,12,12,16,4,6.93,1,17,"valid"
309,0,1,0,0,1,2,2,0,9,153,21,67,25,59,137,14,11,14,3,5.34,0,0,"valid"
310,0,0,0,0,1,3,3,0,9,216,38,45,10,47,58,43,27,34,7,10.96,NA,NA,"test"
311,1,0,0,0,1,2,4,1,3,80,29,32,31,13,43,20,28,22,18,19.39,0,0,"train"
312,0,0,0,0,1,3,6,1,3,107,12,33,49,54,68,17,10,14,3,8.53,NA,NA,"test"
313,0,0,1,0,1,2,4,0,9,175,31,46,13,50,62,27,27,22,7,14.49,NA,NA,"test"
314,0,1,0,0,1,2,4,1,8,205,91,91,4,71,130,130,27,22,5,30.29,1,16,"train"
315,0,0,0,1,1,0,4,0,8,87,37,37,41,14,31,10,13,22,3,8.01,1,16,"train"
316,1,0,0,0,1,2,6,1,4,160,38,56,13,99,244,17,10,13,10,6.83,0,0,"valid"
317,0,0,0,1,1,3,4,1,7,135,48,48,17,61,93,15,23,17,6,9.01,1,15,"train"
318,0,0,1,0,1,0,6,1,8,160,23,41,9,49,102,46,23,19,4,15.91,0,0,"train"
319,0,0,0,0,1,2,6,1,9,170,37,58,5,53,96,36,55,20,7,22.01,0,0,"train"
320,1,0,0,0,1,0,6,1,8,160,40,42,9,99,111,11,6,22,4,6.73,1,13,"train"
321,0,1,0,0,1,0,5,1,9,149,20,44,16,62,118,15,11,18,22,11.82,1,14,"valid"
322,0,1,0,0,1,2,5,0,5,125,25,35,21,75,95,43,27,20,8,8.69,0,0,"valid"
323,0,1,0,0,0,2,4,1,1,144,50,50,3,102,214,46,29,23,4,34.5,0,0,"train"
324,1,0,0,0,1,0,4,1,9,98,13,26,44,56,89,21,13,12,6,16.82,1,14,"train"
325,0,0,0,1,1,0,6,1,9,127,34,34,19,99,225,53,27,16,4,34.04,1,19,"valid"
326,0,0,0,0,1,4,6,0,3,129,49,49,6,13,33,30,20,19,3,11.58,0,0,"train"
327,0,1,0,0,1,2,3,1,8,161,32,55,17,29,57,17,8,13,11,6.73,0,0,"valid"
328,0,1,0,0,0,3,3,1,8,170,24,50,10,64,108,8,8,21,21,5.39,NA,NA,"test"
329,1,0,0,0,1,2,4,1,8,109,25,42,30,35,55,10,11,20,4,12.17,NA,NA,"test"
330,0,0,0,0,1,2,3,0,3,121,41,41,6,21,37,11,12,19,7,6.48,0,0,"train"
331,0,0,1,0,1,3,4,1,9,139,26,49,8,50,84,26,35,23,4,18.78,NA,NA,"test"
332,0,1,0,0,1,2,3,0,8,230,51,83,1,130,178,36,12,15,6,16.39,1,14,"train"
333,0,0,0,1,1,0,4,0,1,234,53,53,2,92,165,43,22,15,4,13.62,1,15,"valid"
334,0,0,0,0,0,2,3,1,9,155,42,50,20,70,116,9,7,18,9,5.78,0,0,"train"
335,0,1,0,0,1,2,7,1,8,221,101,101,1,23,52,36,18,18,6,18.51,NA,NA,"test"
336,0,1,0,0,1,4,4,1,8,137,33,40,13,57,76,22,28,17,8,12.46,0,0,"train"
337,0,0,0,0,1,0,2,0,8,158,26,41,20,74,183,6,9,16,7,6.37,1,12,"train"
338,0,0,1,0,1,1,2,1,9,239,73,93,0,19,56,40,42,15,5,21.07,NA,NA,"test"
339,0,0,0,0,1,0,4,1,8,164,54,54,6,40,161,161,68,17,7,40.58,1,17,"train"
340,1,0,0,0,1,0,4,1,9,229,37,64,6,32,54,17,14,15,4,11.59,1,14,"train"
341,0,1,0,0,1,0,4,1,8,192,87,87,0,24,66,14,5,15,11,10.65,1,13,"valid"
342,1,0,0,0,1,3,4,1,8,250,39,81,4,13,53,14,13,25,10,11.97,0,0,"train"
343,0,0,0,0,1,1,2,0,8,166,38,51,4,79,129,13,10,18,6,10.46,0,0,"train"
344,0,0,0,1,1,2,4,1,8,182,34,42,5,30,45,15,14,20,4,9.25,NA,NA,"test"
345,0,0,1,0,1,4,5,0,9,148,44,55,2,59,167,12,13,14,4,5.14,0,0,"valid"
346,0,0,0,1,1,0,4,0,8,118,20,29,18,117,175,12,6,14,6,4.75,1,15,"train"
347,0,0,0,0,1,0,7,0,7,116,25,48,33,89,283,58,53,19,16,22.84,NA,NA,"test"
348,0,1,0,0,1,0,4,0,8,219,109,109,0,10,128,128,81,13,5,30.72,1,18,"train"
349,0,0,0,0,1,0,4,0,9,101,23,34,25,62,107,14,31,15,4,16.74,1,16,"train"
350,1,0,0,0,1,2,5,1,8,222,45,68,0,93,120,10,8,30,9,3.71,NA,NA,"test"
351,1,0,0,0,1,4,5,0,8,294,57,81,4,76,162,15,10,39,12,9.59,0,0,"train"
352,0,1,0,0,1,0,4,1,8,189,52,53,11,29,64,15,10,18,5,10.79,1,15,"train"
353,1,0,0,0,1,2,4,0,7,250,83,86,0,100,147,27,16,19,14,20.41,NA,NA,"test"
354,1,0,0,0,1,2,4,0,8,112,40,49,5,100,259,22,12,21,6,8.66,1,13,"train"
355,0,0,0,1,0,3,4,0,8,216,54,54,8,7,30,19,21,14,4,9.81,0,0,"train"
356,0,1,0,0,1,0,4,0,8,203,75,75,6,74,84,17,16,22,9,12.91,1,14,"train"
357,1,0,0,0,1,0,4,1,5,175,54,59,1,43,67,19,16,22,5,23.26,1,17,"train"
358,0,1,0,0,1,3,3,0,8,204,76,76,3,47,79,32,16,17,7,12.55,1,15,"train"
359,0,0,0,0,1,3,5,1,9,197,42,48,11,31,56,47,35,23,6,14.9,NA,NA,"test"
360,0,0,1,0,1,5,2,1,8,147,22,30,14,40,56,29,16,23,7,16.87,0,0,"valid"
361,0,0,1,0,0,1,4,0,9,271,52,69,4,66,233,233,50,19,9,22.14,NA,NA,"test"
362,0,0,0,1,1,3,3,1,9,199,53,56,5,113,216,9,6,23,5,10.72,NA,NA,"test"
363,0,1,0,0,1,0,5,1,6,127,28,37,10,87,150,19,29,18,4,11.23,1,15,"train"
364,0,0,0,1,1,4,5,0,8,106,40,40,22,11,36,29,36,17,8,15.34,0,0,"valid"
365,0,1,0,0,1,2,4,0,9,145,49,52,5,68,80,6,5,24,4,4.37,1,12,"valid"
366,1,0,0,0,1,1,3,0,2,509,182,192,0,44,72,42,27,18,17,27.85,NA,NA,"test"
367,0,0,1,0,1,0,2,1,8,139,21,30,38,75,198,35,25,21,7,12.36,NA,NA,"test"
368,0,1,0,0,0,0,4,1,4,227,82,83,1,17,34,12,6,16,5,7.75,1,12,"train"
369,0,0,0,1,1,1,1,0,9,193,43,51,9,11,50,17,16,18,3,13.27,0,0,"train"
370,1,0,0,0,1,0,3,1,9,170,16,35,35,71,116,19,20,17,14,10.83,1,14,"valid"
371,1,0,0,0,1,2,4,1,9,113,17,39,45,29,62,26,12,18,9,18.12,NA,NA,"test"
372,1,0,0,0,1,2,5,1,8,135,29,30,22,109,466,5,4,16,5,5.88,NA,NA,"test"
373,0,1,0,0,1,3,6,1,4,155,45,45,9,101,231,7,4,16,7,4.96,0,0,"train"
374,1,0,0,0,1,0,6,0,9,232,26,48,20,38,100,23,21,18,6,7.58,1,15,"valid"
375,1,0,0,0,1,2,4,1,4,90,15,23,58,46,62,3,4,24,6,5.16,0,0,"train"
376,0,0,0,0,1,1,4,1,0,291,48,80,1,62,149,18,21,21,3,7.79,0,0,"train"
377,0,0,0,1,1,0,6,0,8,143,60,60,13,49,86,77,29,19,6,30.09,NA,NA,"test"
378,1,0,0,0,1,4,5,0,8,211,47,65,8,98,75,20,20,17,5,14.22,NA,NA,"test"
379,0,1,0,0,1,0,5,0,5,101,42,42,12,143,248,13,8,15,3,6.34,1,14,"train"
380,0,1,0,0,1,1,4,1,9,225,35,46,8,40,78,23,24,23,4,11.19,1,14,"train"
381,0,0,1,0,1,0,5,1,9,264,53,67,1,110,184,17,12,16,5,8.85,1,15,"valid"
382,0,0,1,0,1,2,2,1,4,151,45,45,20,61,97,13,9,20,3,9.61,NA,NA,"test"
383,0,0,0,0,1,0,1,1,8,280,54,58,18,97,109,14,28,22,8,7.77,NA,NA,"test"
384,0,0,0,1,1,0,6,1,5,152,23,44,35,82,112,8,8,21,3,7.47,NA,NA,"test"
385,1,0,0,0,1,3,5,1,8,197,15,57,14,95,169,28,6,21,5,14.08,0,0,"train"
386,0,0,1,0,1,0,4,1,8,206,57,63,7,77,140,21,28,11,8,18.98,1,16,"train"
387,1,0,0,0,1,2,5,1,3,175,38,59,8,21,51,23,23,24,5,13.3,NA,NA,"test"
388,0,1,0,0,0,0,5,1,5,124,39,42,8,51,90,23,15,13,12,17.67,NA,NA,"test"
389,0,1,0,0,1,1,4,1,8,177,41,41,13,97,252,13,8,18,6,8.11,1,16,"valid"
390,1,0,0,0,0,2,2,1,3,223,61,81,2,72,159,8,8,19,6,4.13,0,0,"valid"
391,0,0,1,0,0,2,4,0,7,160,40,72,16,103,282,14,13,13,6,9.83,NA,NA,"test"
392,0,1,0,0,0,2,2,0,8,85,25,27,36,46,115,56,24,21,26,24.97,NA,NA,"test"
393,0,0,0,1,1,3,4,1,9,187,30,52,7,14,37,17,7,23,3,9.2,0,0,"valid"
394,0,0,1,0,1,2,4,1,8,153,35,52,30,28,40,29,21,24,12,18.87,NA,NA,"test"
395,0,0,0,0,1,3,4,1,6,270,47,85,1,122,157,20,9,16,2,9.44,1,13,"valid"
396,0,0,0,1,1,0,4,1,9,188,47,75,8,47,64,22,14,31,7,6.89,1,16,"valid"
397,0,1,0,0,1,2,2,1,0,214,72,72,2,101,158,12,13,14,9,14.48,0,0,"train"
398,0,0,0,0,0,2,2,0,3,271,100,100,0,24,58,4,4,13,5,4.07,0,0,"train"
399,0,0,0,1,1,0,2,0,9,182,41,54,1,41,87,18,18,21,5,10.75,1,17,"valid"
400,1,0,0,0,1,0,4,1,5,231,50,60,4,89,138,12,9,19,6,6.26,1,18,"valid"
401,1,0,0,0,0,3,3,1,2,262,31,54,8,11,48,32,33,25,6,25.55,NA,NA,"test"
402,0,0,0,0,1,2,1,1,3,218,38,53,10,23,42,31,34,14,11,17.11,0,0,"train"
403,0,1,0,0,1,2,7,0,0,71,14,23,28,56,121,17,9,14,5,14.2,NA,NA,"test"
404,0,0,0,1,1,3,4,0,4,211,26,66,13,45,82,17,10,24,5,6.3,0,0,"train"
405,0,1,0,0,1,0,6,1,5,176,31,51,13,64,86,63,23,16,4,20.67,1,16,"train"
406,0,0,0,1,1,2,5,1,8,136,34,36,8,60,119,17,12,28,4,10.28,0,0,"valid"
407,0,0,1,0,1,0,6,1,8,117,25,28,24,50,54,27,19,19,7,13.04,1,15,"valid"
408,1,0,0,0,1,0,5,1,8,206,49,62,5,43,67,6,6,32,4,4.24,NA,NA,"test"
409,0,1,0,0,1,3,4,1,7,242,65,81,5,29,58,11,9,18,7,8.59,1,13,"valid"
410,0,1,0,0,1,2,4,0,9,259,62,74,6,76,115,18,14,13,8,12.53,1,13,"train"
411,0,0,0,0,0,2,6,0,3,162,27,69,21,13,47,32,25,18,8,16.93,NA,NA,"test"
412,0,0,0,0,1,0,4,1,8,169,47,50,6,75,112,36,23,14,3,18.31,1,16,"train"
413,0,1,0,0,1,3,3,1,2,212,78,78,1,12,28,15,11,15,9,10.27,0,0,"valid"
414,0,0,0,1,1,0,1,1,8,167,61,61,2,81,120,12,13,14,4,8.03,0,0,"train"
415,0,0,1,0,1,2,4,1,8,274,46,56,6,74,101,68,44,20,7,16.52,1,16,"valid"
416,0,0,1,0,1,2,5,1,9,347,112,112,0,21,148,148,38,23,6,32.28,0,0,"valid"
417,0,0,0,1,1,4,7,1,8,288,99,117,0,36,53,14,12,18,13,11.63,0,0,"train"
418,0,0,0,0,1,3,3,0,7,113,28,31,10,51,66,14,7,18,7,9.52,NA,NA,"test"
419,1,0,0,0,1,1,4,1,9,241,60,60,4,91,220,19,9,20,9,14.55,1,15,"train"
420,0,1,0,0,0,3,1,1,9,339,82,92,1,92,173,25,8,12,7,9.47,NA,NA,"test"
421,1,0,0,0,1,0,4,0,3,281,60,66,14,51,68,5,6,18,3,6.16,1,11,"valid"
422,0,1,0,0,1,2,5,1,9,110,22,26,34,76,175,15,15,23,5,8.4,1,14,"train"
423,0,1,0,0,1,2,4,0,8,140,15,30,36,38,80,16,11,23,5,9.71,0,0,"train"
424,1,0,0,0,1,0,2,1,3,135,27,41,27,56,89,15,11,13,26,8.74,NA,NA,"test"
425,0,0,0,0,1,2,6,1,9,228,48,62,2,27,45,8,6,21,10,7.39,NA,NA,"test"
426,0,1,0,0,1,4,4,0,7,215,61,71,1,101,146,10,13,23,6,12.47,1,16,"train"
427,0,0,0,1,1,4,1,0,3,115,14,28,59,31,44,17,12,12,6,10.65,0,0,"valid"
428,0,1,0,0,1,2,2,1,8,159,29,53,30,44,87,8,6,20,3,4.98,NA,NA,"test"
429,0,0,0,0,1,2,7,0,4,123,34,36,8,61,112,4,3,23,5,3.8,0,0,"train"
430,0,1,0,0,1,0,2,1,8,140,23,34,22,82,139,19,9,20,8,7.78,1,12,"train"
431,0,1,0,0,1,3,4,1,8,235,74,74,2,89,168,14,8,23,4,8.65,1,12,"train"
432,0,0,0,1,1,0,5,1,8,143,17,35,24,16,66,66,46,15,14,17.71,1,18,"train"
433,1,0,0,0,1,3,5,0,9,230,30,65,4,30,73,12,8,13,5,10.67,0,0,"valid"
434,0,0,0,1,1,4,4,0,8,158,40,50,12,13,39,5,3,34,3,3.57,NA,NA,"test"
435,0,1,0,0,1,0,7,1,7,101,20,38,27,62,78,6,8,19,7,5.06,1,14,"valid"
436,0,1,0,0,1,4,6,1,6,116,31,36,15,68,117,39,48,20,6,24.76,0,0,"valid"
437,0,0,1,0,1,3,6,1,1,110,20,46,38,69,130,11,5,13,5,5.23,0,0,"train"
438,0,1,0,0,1,3,4,1,8,84,22,22,25,92,163,32,22,19,5,27.73,1,14,"valid"
439,0,0,1,0,1,3,2,1,9,122,20,50,35,116,208,12,14,15,10,11.39,0,0,"valid"
440,0,0,1,0,1,2,5,0,5,85,15,21,49,32,73,21,13,19,6,11.46,0,0,"train"
441,1,0,0,0,1,0,2,0,8,233,53,53,5,73,94,30,15,14,8,15.48,1,14,"train"
442,0,0,0,1,1,2,4,0,8,189,70,70,0,20,59,21,20,18,5,16.96,1,16,"train"
443,0,1,0,0,1,0,4,0,3,184,41,46,8,92,127,24,15,16,25,16,1,14,"train"
444,0,1,0,0,1,0,4,0,8,167,16,60,19,79,105,20,11,35,6,15.61,1,14,"train"
445,0,0,1,0,1,4,6,1,8,143,34,34,25,21,49,10,8,14,7,8.43,NA,NA,"test"
446,0,1,0,0,1,2,4,1,7,126,27,32,19,65,90,25,14,15,9,23.84,1,15,"train"
447,0,1,0,0,1,0,5,1,8,162,57,57,5,95,146,34,23,16,8,15.57,1,15,"train"
448,0,1,0,0,0,0,4,1,2,127,44,44,9,35,58,21,19,17,2,15.01,1,12,"train"
449,0,1,0,0,1,1,4,0,3,98,79,79,9,77,92,5,5,14,9,3.75,0,0,"valid"
450,0,0,0,1,1,0,1,0,9,257,68,79,0,88,212,29,10,17,11,9.38,0,0,"train"
451,1,0,0,0,1,2,1,1,5,302,101,103,0,26,60,20,12,6,4,11.56,NA,NA,"test"
452,0,1,0,0,1,2,2,0,8,137,17,37,22,19,41,22,22,16,10,14.57,0,0,"train"
453,0,1,0,0,0,3,3,1,3,160,24,34,21,36,78,5,5,20,4,4.74,0,0,"train"
454,0,1,0,0,1,3,1,0,7,82,13,19,48,48,74,24,19,31,6,12.16,0,0,"train"
455,0,0,0,1,1,2,4,0,8,162,19,36,22,78,108,14,7,13,3,12.29,1,14,"train"
456,0,1,0,0,0,0,5,0,2,103,34,34,17,66,89,6,8,16,6,5.46,NA,NA,"test"
457,0,1,0,0,1,0,4,1,5,109,25,41,23,27,48,16,9,22,8,13.5,1,13,"valid"
458,1,0,0,0,1,2,5,1,8,154,33,56,5,31,61,35,20,15,5,15.78,0,0,"train"
459,0,0,0,0,0,4,3,1,9,142,51,51,6,21,55,29,20,13,9,21.28,0,0,"train"
460,0,1,0,0,1,2,4,0,9,362,125,125,0,14,32,8,7,13,3,8.34,1,12,"train"
461,0,0,0,1,1,3,4,0,8,149,42,44,13,45,45,4,4,25,4,4.11,0,0,"train"
462,1,0,0,0,0,0,3,1,8,172,29,45,18,58,79,47,47,21,10,29.68,NA,NA,"test"
463,0,0,0,0,1,2,4,0,8,191,47,63,11,15,49,20,14,25,6,16.91,0,0,"train"
464,1,0,0,0,1,2,2,1,8,181,56,56,6,72,114,15,13,19,14,14.54,0,0,"train"
465,1,0,0,0,1,3,4,1,8,119,34,38,10,73,73,15,10,19,8,11.14,0,0,"train"
466,0,0,0,0,1,3,4,1,2,168,23,54,21,140,223,23,19,16,10,15.21,NA,NA,"test"
467,0,0,0,0,1,0,3,0,9,85,6,21,62,39,81,13,7,14,2,5.97,NA,NA,"test"
468,0,0,0,0,1,3,7,1,9,178,39,60,5,65,117,63,31,15,7,28.31,0,0,"valid"
469,0,0,0,0,1,0,4,0,8,324,87,118,0,44,63,18,10,18,4,12.57,1,14,"train"
470,0,0,0,0,1,4,5,0,0,91,25,30,18,40,75,6,10,14,8,5.1,0,0,"train"
471,0,0,0,1,1,0,4,0,9,190,50,71,10,56,78,13,12,18,3,9,NA,NA,"test"
472,1,0,0,0,1,0,7,0,9,129,40,44,11,63,92,41,36,17,4,19.97,1,16,"train"
473,0,0,0,0,1,2,7,0,9,112,35,35,39,18,55,10,8,10,11,5.31,NA,NA,"test"
474,0,0,0,0,1,5,6,1,4,186,66,66,4,18,47,5,4,14,12,6.55,0,0,"valid"
475,0,0,0,0,1,1,5,1,9,97,36,36,22,96,206,96,50,20,4,22.36,0,0,"valid"
476,0,1,0,0,1,3,4,1,1,241,89,89,4,116,190,25,44,22,4,12.94,0,0,"valid"
477,0,1,0,0,1,0,6,1,8,199,36,92,13,60,107,10,6,19,9,6.25,1,13,"valid"
478,1,0,0,0,1,1,4,1,9,211,27,65,22,37,70,19,9,19,6,8.92,1,13,"valid"
479,0,1,0,0,1,0,7,1,9,179,25,53,9,90,139,5,5,18,3,4.2,1,12,"valid"
480,0,0,0,0,1,3,4,1,9,200,50,69,3,35,64,14,22,13,5,8.85,0,0,"valid"
481,0,0,0,0,1,0,2,1,6,334,62,77,2,46,91,12,12,14,6,11.68,1,14,"valid"
482,1,0,0,0,1,3,3,1,2,92,22,37,31,78,131,9,5,15,7,6.33,NA,NA,"test"
483,0,1,0,0,1,3,4,0,4,197,40,56,19,42,57,7,5,18,13,7.16,NA,NA,"test"
484,0,0,0,0,1,2,2,1,0,135,76,76,2,67,116,67,45,21,4,21.99,0,0,"train"
485,0,1,0,0,1,3,5,1,8,114,24,28,21,93,177,45,44,16,6,23.85,1,16,"train"
486,0,1,0,0,1,2,2,0,4,298,65,83,0,39,74,7,3,17,5,4.48,0,0,"train"
487,0,0,0,1,1,0,5,1,8,161,13,35,38,62,105,12,10,21,7,7.14,1,16,"train"
488,0,0,0,0,1,2,7,0,9,245,72,72,3,109,267,47,49,16,8,19.08,NA,NA,"test"
489,0,0,0,0,1,2,4,0,8,233,59,81,0,35,78,78,47,20,5,26.01,0,0,"valid"
490,1,0,0,0,1,1,3,0,2,379,74,74,2,98,298,27,15,18,8,9.83,NA,NA,"test"
491,0,1,0,0,1,0,4,0,8,118,21,35,22,30,53,17,13,18,3,10.27,1,14,"valid"
492,0,0,0,1,1,1,3,1,8,200,45,48,6,41,69,17,8,23,4,8.64,0,0,"train"
493,0,0,0,0,1,3,4,0,8,368,143,143,0,14,26,23,14,12,3,12.7,0,0,"train"
494,0,1,0,0,1,2,4,1,7,148,42,42,13,37,62,20,11,17,5,11.43,1,14,"train"
495,0,1,0,0,1,0,2,1,9,128,29,39,21,47,61,43,22,16,6,12.69,1,15,"train"
496,0,0,0,0,1,2,6,1,1,105,24,38,37,43,55,20,13,14,6,13.87,0,0,"train"
497,1,0,0,0,1,3,4,0,3,84,18,22,33,83,112,18,10,37,4,13.72,0,0,"valid"
498,0,1,0,0,1,1,4,1,8,174,32,43,9,45,71,5,8,15,15,3.76,1,11,"valid"
499,1,0,0,0,1,1,4,0,9,207,61,69,7,105,349,10,11,15,6,7.15,NA,NA,"test"
500,1,0,0,0,1,2,1,1,5,133,27,60,17,36,58,22,12,24,5,13.07,NA,NA,"test"
501,0,1,0,0,1,4,4,0,6,200,32,48,12,30,47,26,17,18,3,11.83,NA,NA,"test"
502,0,0,0,1,1,4,4,1,9,131,14,33,24,77,94,4,7,15,7,4.81,0,0,"train"
503,0,0,1,0,1,3,5,0,5,274,67,80,1,47,65,20,12,14,12,8.17,0,0,"valid"
504,0,0,1,0,1,0,1,1,1,119,23,31,22,42,116,13,6,18,5,7.47,0,0,"valid"
505,1,0,0,0,1,0,6,1,9,434,82,123,0,30,98,98,65,13,6,17.91,1,18,"valid"
506,0,0,0,1,1,0,4,1,8,227,46,55,2,112,123,9,7,13,5,4.14,1,15,"train"
507,0,1,0,0,1,0,6,0,8,197,58,58,6,78,89,24,20,13,4,21.48,1,17,"train"
508,1,0,0,0,1,2,3,1,8,122,31,32,27,55,86,12,12,13,6,8.79,NA,NA,"test"
509,0,1,0,0,1,2,5,0,8,186,33,61,6,31,60,38,24,19,7,16.38,0,0,"valid"
510,0,0,0,1,1,2,4,1,2,166,39,66,6,38,73,23,39,8,2,15.28,NA,NA,"test"
511,1,0,0,0,0,2,2,0,7,246,50,51,12,43,61,9,5,13,9,5.27,0,0,"train"
512,0,0,0,0,1,0,2,0,8,123,38,38,20,91,113,21,21,16,5,8.6,1,13,"valid"
513,0,0,1,0,1,0,3,0,9,207,32,59,5,81,160,14,13,24,19,8.05,1,14,"train"
514,1,0,0,0,1,0,6,1,9,273,67,67,0,58,78,43,53,24,5,26.83,1,17,"train"
515,0,0,0,1,1,2,6,1,9,243,71,71,5,32,54,15,13,24,17,9.2,0,0,"train"
516,0,0,0,0,1,1,4,1,5,206,60,63,7,79,91,16,15,18,7,11.09,NA,NA,"test"
517,0,0,0,0,0,2,6,0,7,241,49,59,1,54,88,17,15,21,10,10.52,NA,NA,"test"
518,1,0,0,0,1,3,5,0,8,146,35,47,10,74,80,13,10,18,4,8.8,NA,NA,"test"
519,0,0,1,0,1,4,4,1,2,331,57,82,2,30,50,9,4,21,21,6.74,0,0,"train"
520,0,1,0,0,1,2,4,1,9,106,21,32,13,72,143,143,53,14,12,51.39,1,15,"train"
521,0,0,0,0,1,5,4,1,2,234,50,80,0,72,107,5,4,22,6,3.2,NA,NA,"test"
522,0,0,0,0,1,0,4,1,3,94,20,20,41,136,338,16,13,16,9,9.63,NA,NA,"test"
523,0,0,0,1,1,2,4,0,9,198,73,73,2,16,51,13,11,17,8,10.31,0,0,"train"
524,0,0,1,0,1,4,4,0,3,152,24,49,35,56,143,28,21,20,7,15.58,NA,NA,"test"
525,0,1,0,0,0,2,4,0,5,251,48,49,6,124,190,64,43,36,6,21.68,0,0,"train"
